"subjectId" "activity" "variable" "mean"
1 "standing" "tBodyAccJerkMag_Mean" -0.545431612066571
1 "standing" "tBodyAccJerkMag_StandardDev" -0.515922167555159
1 "standing" "tBodyGyroMag_Mean" -0.475404785802305
1 "standing" "tBodyGyroMag_StandardDev" -0.499839593745821
1 "standing" "tBodyGyroJerkMag_Mean" -0.639517432642651
1 "standing" "tBodyGyroJerkMag_StandardDev" -0.652050770910663
1 "standing" "fBodyAcc_Mean_X" -0.531895161258213
1 "standing" "fBodyAcc_Mean_Y" -0.406435448904438
1 "standing" "fBodyAcc_Mean_Z" -0.596411165253602
1 "standing" "fBodyAcc_StandardDev_X" -0.553060616663401
1 "standing" "fBodyAcc_StandardDev_Y" -0.390150939647061
1 "standing" "fBodyAcc_StandardDev_Z" -0.498583091676081
1 "standing" "fBodyAccJerk_Mean_X" -0.547348892435764
1 "standing" "fBodyAccJerk_Mean_Y" -0.507343617969859
1 "standing" "fBodyAccJerk_Mean_Z" -0.695305113832853
1 "standing" "fBodyAccJerk_StandardDev_X" -0.543979776127867
1 "standing" "fBodyAccJerk_StandardDev_Y" -0.466251676533372
1 "standing" "fBodyAccJerk_StandardDev_Z" -0.737861932680115
1 "standing" "fBodyGyro_Mean_X" -0.623219182311527
1 "standing" "fBodyGyro_Mean_Y" -0.505309434070029
1 "standing" "fBodyGyro_Mean_Z" -0.553529065425648
1 "standing" "fBodyGyro_StandardDev_X" -0.708263420861671
1 "standing" "fBodyGyro_StandardDev_Y" -0.429825832648703
1 "standing" "fBodyGyro_StandardDev_Z" -0.650476162132565
1 "standing" "fBodyAccMag_Mean" -0.478448523354179
1 "standing" "fBodyAccMag_StandardDev" -0.589710231217867
1 "standing" "fBodyAccJerkMag_Mean" -0.499075765624092
1 "standing" "fBodyAccJerkMag_StandardDev" -0.541823079570029
1 "standing" "fBodyGyroMag_Mean" -0.535002770337752
1 "standing" "fBodyGyroMag_StandardDev" -0.566576670397695
1 "standing" "fBodyGyroJerkMag_Mean" -0.645970655298847
1 "standing" "fBodyGyroJerkMag_StandardDev" -0.685811262634006
2 "walking downstairs" "tBodyAcc_Mean_X" 0.273113115788079
2 "walking downstairs" "tBodyAcc_Mean_Y" -0.0191323183174834
2 "walking downstairs" "tBodyAcc_Mean_Z" -0.115649958175497
2 "walking downstairs" "tBodyAcc_StandardDev_X" -0.605586497159271
2 "walking downstairs" "tBodyAcc_StandardDev_Y" -0.428962986589404
2 "walking downstairs" "tBodyAcc_StandardDev_Z" -0.589360062210596
2 "walking downstairs" "tGravityAcc_Mean_X" 0.660782866688742
2 "walking downstairs" "tGravityAcc_Mean_Y" -0.147219886910411
2 "walking downstairs" "tGravityAcc_Mean_Z" 0.134865335090728
2 "walking downstairs" "tGravityAcc_StandardDev_X" -0.963015508245033
2 "walking downstairs" "tGravityAcc_StandardDev_Y" -0.960033560165563
2 "walking downstairs" "tGravityAcc_StandardDev_Z" -0.945365383907285
2 "walking downstairs" "tBodyAccJerk_Mean_X" 0.0785353156747351
2 "walking downstairs" "tBodyAccJerk_Mean_Y" 0.00708771249764901
2 "walking downstairs" "tBodyAccJerk_Mean_Z" 0.000755760748377483
2 "walking downstairs" "tBodyAccJerk_StandardDev_X" -0.557809603123841
2 "walking downstairs" "tBodyAccJerk_StandardDev_Y" -0.491875889831788
2 "walking downstairs" "tBodyAccJerk_StandardDev_Z" -0.741885388311258
2 "walking downstairs" "tBodyGyro_Mean_X" -0.0517030657821192
2 "walking downstairs" "tBodyGyro_Mean_Y" -0.0568420186817881
2 "walking downstairs" "tBodyGyro_Mean_Z" 0.0872599422291391
2 "walking downstairs" "tBodyGyro_StandardDev_X" -0.710648927815894
2 "walking downstairs" "tBodyGyro_StandardDev_Y" -0.722943674337748
2 "walking downstairs" "tBodyGyro_StandardDev_Z" -0.634888927843046
2 "walking downstairs" "tBodyGyroJerk_Mean_X" -0.0875587491668874
2 "walking downstairs" "tBodyGyroJerk_Mean_Y" -0.0433986835453642
2 "walking downstairs" "tBodyGyroJerk_Mean_Z" -0.0557541828188742
2 "walking downstairs" "tBodyGyroJerk_StandardDev_X" -0.671679103311258
2 "walking downstairs" "tBodyGyroJerk_StandardDev_Y" -0.783595466728477
2 "walking downstairs" "tBodyGyroJerk_StandardDev_Z" -0.674611933293046
2 "walking downstairs" "tBodyAccMag_Mean" -0.535281800541722
2 "walking downstairs" "tBodyAccMag_StandardDev" -0.552812545643709
2 "walking downstairs" "tGravityAccMag_Mean" -0.535281800541722
2 "walking downstairs" "tGravityAccMag_StandardDev" -0.552812545643709
2 "walking downstairs" "tBodyAccJerkMag_Mean" -0.58777744543543
2 "walking downstairs" "tBodyAccJerkMag_StandardDev" -0.512115278415232
2 "walking downstairs" "tBodyGyroMag_Mean" -0.614771054893146
2 "walking downstairs" "tBodyGyroMag_StandardDev" -0.680584887880795
2 "walking downstairs" "tBodyGyroJerkMag_Mean" -0.746559539039735
2 "walking downstairs" "tBodyGyroJerkMag_StandardDev" -0.740088733655629
2 "walking downstairs" "fBodyAcc_Mean_X" -0.57377091142947
2 "walking downstairs" "fBodyAcc_Mean_Y" -0.432566581302351
2 "walking downstairs" "fBodyAcc_Mean_Z" -0.630081222124834
2 "walking downstairs" "fBodyAcc_StandardDev_X" -0.619788102803311
2 "walking downstairs" "fBodyAcc_StandardDev_Y" -0.464723862913245
2 "walking downstairs" "fBodyAcc_StandardDev_Z" -0.600678614835099
2 "walking downstairs" "fBodyAccJerk_Mean_X" -0.561682049622185
2 "walking downstairs" "fBodyAccJerk_Mean_Y" -0.50890379901457
2 "walking downstairs" "fBodyAccJerk_Mean_Z" -0.715745330403973
2 "walking downstairs" "fBodyAccJerk_StandardDev_X" -0.595105612895033
2 "walking downstairs" "fBodyAccJerk_StandardDev_Y" -0.509147543673841
2 "walking downstairs" "fBodyAccJerk_StandardDev_Z" -0.767087015496689
2 "walking downstairs" "fBodyGyro_Mean_X" -0.638717694593046
2 "walking downstairs" "fBodyGyro_Mean_Y" -0.722068978635762
2 "walking downstairs" "fBodyGyro_Mean_Z" -0.601594889654305
2 "walking downstairs" "fBodyGyro_StandardDev_X" -0.734588540182119
2 "walking downstairs" "fBodyGyro_StandardDev_Y" -0.72716774102649
2 "walking downstairs" "fBodyGyro_StandardDev_Z" -0.683114494539735
2 "walking downstairs" "fBodyAccMag_Mean" -0.514569861316887
2 "walking downstairs" "fBodyAccMag_StandardDev" -0.646662308457285
2 "walking downstairs" "fBodyAccJerkMag_Mean" -0.509746432970861
2 "walking downstairs" "fBodyAccJerkMag_StandardDev" -0.518800797709272
2 "walking downstairs" "fBodyGyroMag_Mean" -0.699742945221854
2 "walking downstairs" "fBodyGyroMag_StandardDev" -0.725310337688742
2 "walking downstairs" "fBodyGyroJerkMag_Mean" -0.751615078360927
2 "walking downstairs" "fBodyGyroJerkMag_StandardDev" -0.744194981440397
3 "standing" "tBodyAcc_Mean_X" 0.273428719636364
3 "standing" "tBodyAcc_Mean_Y" -0.017856067384956
3 "standing" "tBodyAcc_Mean_Z" -0.106492632429097
3 "standing" "tBodyAcc_StandardDev_X" -0.623413602046921
3 "standing" "tBodyAcc_StandardDev_Y" -0.480015920697654
3 "standing" "tBodyAcc_StandardDev_Z" -0.653625579293255
3 "standing" "tGravityAcc_Mean_X" 0.707814353343108
3 "standing" "tGravityAcc_Mean_Y" -0.0260590480328739
3 "standing" "tGravityAcc_Mean_Z" 0.0480937904190616
3 "standing" "tGravityAcc_StandardDev_X" -0.966457565630499
3 "standing" "tGravityAcc_StandardDev_Y" -0.9445645371261
3 "standing" "tGravityAcc_StandardDev_Z" -0.926966278211144
3 "standing" "tBodyAccJerk_Mean_X" 0.0701731261988856
3 "standing" "tBodyAccJerk_Mean_Y" 0.0144664329060411
3 "standing" "tBodyAccJerk_Mean_Z" -0.000526818872875366
3 "standing" "tBodyAccJerk_StandardDev_X" -0.635484688041056
3 "standing" "tBodyAccJerk_StandardDev_Y" -0.55721186773783
3 "standing" "tBodyAccJerk_StandardDev_Z" -0.796066240234604
3 "standing" "tBodyGyro_Mean_X" -0.0248490682828446
3 "standing" "tBodyGyro_Mean_Y" -0.0743565308442815
3 "standing" "tBodyGyro_Mean_Z" 0.0866875497119062
3 "standing" "tBodyGyro_StandardDev_X" -0.699262195705865
3 "standing" "tBodyGyro_StandardDev_Y" -0.76302218170088
3 "standing" "tBodyGyro_StandardDev_Z" -0.709483440322581
3 "standing" "tBodyGyroJerk_Mean_X" -0.0991554609633431
3 "standing" "tBodyGyroJerk_Mean_Y" -0.0401923943695015
3 "standing" "tBodyGyroJerk_Mean_Z" -0.0521178264170088
3 "standing" "tBodyGyroJerk_StandardDev_X" -0.689328428607038
3 "standing" "tBodyGyroJerk_StandardDev_Y" -0.842659862111437
3 "standing" "tBodyGyroJerk_StandardDev_Z" -0.743028500565982
3 "standing" "tBodyAccMag_Mean" -0.563140802770059
3 "standing" "tBodyAccMag_StandardDev" -0.591224780306452
3 "standing" "tGravityAccMag_Mean" -0.563140802770059
3 "standing" "tGravityAccMag_StandardDev" -0.591224780306452
3 "standing" "tBodyAccJerkMag_Mean" -0.650182434328446
3 "standing" "tBodyAccJerkMag_StandardDev" -0.607658214170381
3 "standing" "tBodyGyroMag_Mean" -0.643150121648094
3 "standing" "tBodyGyroMag_StandardDev" -0.674010290979472
3 "standing" "tBodyGyroJerkMag_Mean" -0.784056656246334
3 "standing" "tBodyGyroJerkMag_StandardDev" -0.80366136372434
3 "standing" "fBodyAcc_Mean_X" -0.625733289873607
3 "standing" "fBodyAcc_Mean_Y" -0.501779938505279
3 "standing" "fBodyAcc_Mean_Z" -0.699656828592375
3 "standing" "fBodyAcc_StandardDev_X" -0.623805015199413
3 "standing" "fBodyAcc_StandardDev_Y" -0.502753639795894
3 "standing" "fBodyAcc_StandardDev_Z" -0.657443765803519
3 "standing" "fBodyAccJerk_Mean_X" -0.645893496630499
3 "standing" "fBodyAccJerk_Mean_Y" -0.582949919157742
3 "standing" "fBodyAccJerk_Mean_Z" -0.780101644193548
3 "standing" "fBodyAccJerk_StandardDev_X" -0.657844055881525
3 "standing" "fBodyAccJerk_StandardDev_Y" -0.559851186088408
3 "standing" "fBodyAccJerk_StandardDev_Z" -0.81080601659824
3 "standing" "fBodyGyro_Mean_X" -0.642097719778592
3 "standing" "fBodyGyro_Mean_Y" -0.775144985073314
3 "standing" "fBodyGyro_Mean_Z" -0.670734708996481
3 "standing" "fBodyGyro_StandardDev_X" -0.719276622702346
3 "standing" "fBodyGyro_StandardDev_Y" -0.758505287214076
3 "standing" "fBodyGyro_StandardDev_Z" -0.751008875659824
3 "standing" "fBodyAccMag_Mean" -0.579076453758064
3 "standing" "fBodyAccMag_StandardDev" -0.663079838985044
3 "standing" "fBodyAccJerkMag_Mean" -0.604752108072727
3 "standing" "fBodyAccJerkMag_StandardDev" -0.615643694857361
3 "standing" "fBodyGyroMag_Mean" -0.716822144279179
3 "standing" "fBodyGyroMag_StandardDev" -0.703839403007038
3 "standing" "fBodyGyroJerkMag_Mean" -0.810085498651026
3 "standing" "fBodyGyroJerkMag_StandardDev" -0.810032718739003
4 "walking downstairs" "tBodyAcc_Mean_X" 0.274183111498423
4 "walking downstairs" "tBodyAcc_Mean_Y" -0.0148081545344921
4 "walking downstairs" "tBodyAcc_Mean_Z" -0.107521430810726
4 "walking downstairs" "tBodyAcc_StandardDev_X" -0.605211727785489
4 "walking downstairs" "tBodyAcc_StandardDev_Y" -0.509929384011325
4 "walking downstairs" "tBodyAcc_StandardDev_Z" -0.709492735962145
4 "walking downstairs" "tGravityAcc_Mean_X" 0.706593043123028
4 "walking downstairs" "tGravityAcc_Mean_Y" 0.112591195496986
4 "walking downstairs" "tGravityAcc_Mean_Z" 0.164130896618297
4 "walking downstairs" "tGravityAcc_StandardDev_X" -0.962636979274448
4 "walking downstairs" "tGravityAcc_StandardDev_Y" -0.941416800167192
4 "walking downstairs" "tGravityAcc_StandardDev_Z" -0.941403426072555
4 "walking downstairs" "tBodyAccJerk_Mean_X" 0.0788637845151419
4 "walking downstairs" "tBodyAccJerk_Mean_Y" 0.00351340949514196
4 "walking downstairs" "tBodyAccJerk_Mean_Z" -0.00737375142832808
4 "walking downstairs" "tBodyAccJerk_StandardDev_X" -0.631853083289621
4 "walking downstairs" "tBodyAccJerk_StandardDev_Y" -0.584063204701893
4 "walking downstairs" "tBodyAccJerk_StandardDev_Z" -0.843353231167192
4 "walking downstairs" "tBodyGyro_Mean_X" -0.0289417906907571
4 "walking downstairs" "tBodyGyro_Mean_Y" -0.0787229907785489
4 "walking downstairs" "tBodyGyro_Mean_Z" 0.0957174866009464
4 "walking downstairs" "tBodyGyro_StandardDev_X" -0.701397703369085
4 "walking downstairs" "tBodyGyro_StandardDev_Y" -0.79823574873817
4 "walking downstairs" "tBodyGyro_StandardDev_Z" -0.726374197066246
4 "walking downstairs" "tBodyGyroJerk_Mean_X" -0.107859315713249
4 "walking downstairs" "tBodyGyroJerk_Mean_Y" -0.0400427574662461
4 "walking downstairs" "tBodyGyroJerk_Mean_Z" -0.0578089304000631
4 "walking downstairs" "tBodyGyroJerk_StandardDev_X" -0.723788617823344
4 "walking downstairs" "tBodyGyroJerk_StandardDev_Y" -0.902502592618297
4 "walking downstairs" "tBodyGyroJerk_StandardDev_Z" -0.748369141315457
4 "walking downstairs" "tBodyAccMag_Mean" -0.56158213510694
4 "walking downstairs" "tBodyAccMag_StandardDev" -0.606556049548896
4 "walking downstairs" "tGravityAccMag_Mean" -0.56158213510694
4 "walking downstairs" "tGravityAccMag_StandardDev" -0.606556049548896
4 "walking downstairs" "tBodyAccJerkMag_Mean" -0.656116311856877
4 "walking downstairs" "tBodyAccJerkMag_StandardDev" -0.647249966810726
4 "walking downstairs" "tBodyGyroMag_Mean" -0.656291093847319
4 "walking downstairs" "tBodyGyroMag_StandardDev" -0.706738493542587
4 "walking downstairs" "tBodyGyroJerkMag_Mean" -0.819191368044164
4 "walking downstairs" "tBodyGyroJerkMag_StandardDev" -0.844187064164038
4 "walking downstairs" "fBodyAcc_Mean_X" -0.628806379100946
4 "walking downstairs" "fBodyAcc_Mean_Y" -0.52583456615142
4 "walking downstairs" "fBodyAcc_Mean_Z" -0.755235428895899
4 "walking downstairs" "fBodyAcc_StandardDev_X" -0.597551324155678
4 "walking downstairs" "fBodyAcc_StandardDev_Y" -0.534661524341987
4 "walking downstairs" "fBodyAcc_StandardDev_Z" -0.708764043722397
4 "walking downstairs" "fBodyAccJerk_Mean_X" -0.652023078038801
4 "walking downstairs" "fBodyAccJerk_Mean_Y" -0.601696223759495
4 "walking downstairs" "fBodyAccJerk_Mean_Z" -0.825154871135647
4 "walking downstairs" "fBodyAccJerk_StandardDev_X" -0.644622004704416
4 "walking downstairs" "fBodyAccJerk_StandardDev_Y" -0.593855151524606
4 "walking downstairs" "fBodyAccJerk_StandardDev_Z" -0.860544668359621
4 "walking downstairs" "fBodyGyro_Mean_X" -0.641881977553943
4 "walking downstairs" "fBodyGyro_Mean_Y" -0.831527531009464
4 "walking downstairs" "fBodyGyro_Mean_Z" -0.689308946422713
4 "walking downstairs" "fBodyGyro_StandardDev_X" -0.721749187328076
4 "walking downstairs" "fBodyGyro_StandardDev_Y" -0.782885735867508
4 "walking downstairs" "fBodyGyro_StandardDev_Z" -0.7670895729653
4 "walking downstairs" "fBodyAccMag_Mean" -0.602098037677603
4 "walking downstairs" "fBodyAccMag_StandardDev" -0.672948341687697
4 "walking downstairs" "fBodyAccJerkMag_Mean" -0.63501900541041
4 "walking downstairs" "fBodyAccJerkMag_StandardDev" -0.666506718936908
4 "walking downstairs" "fBodyGyroMag_Mean" -0.745650754608833
4 "walking downstairs" "fBodyGyroMag_StandardDev" -0.732586304826498
4 "walking downstairs" "fBodyGyroJerkMag_Mean" -0.838833209652997
4 "walking downstairs" "fBodyGyroJerkMag_StandardDev" -0.863096864037855
5 "standing" "tBodyAcc_Mean_X" 0.279177960301325
5 "standing" "tBodyAcc_Mean_Y" -0.0154833455336192
5 "standing" "tBodyAcc_Mean_Z" -0.105661736816887
5 "standing" "tBodyAcc_StandardDev_X" -0.507691011391722
5 "standing" "tBodyAcc_StandardDev_Y" -0.402724906078146
5 "standing" "tBodyAcc_StandardDev_Z" -0.646443640175497
5 "standing" "tGravityAcc_Mean_X" 0.698153719072848
5 "standing" "tGravityAcc_Mean_Y" 0.112313109736755
5 "standing" "tGravityAcc_Mean_Z" 0.0921607197449904
5 "standing" "tGravityAcc_StandardDev_X" -0.964629108807947
5 "standing" "tGravityAcc_StandardDev_Y" -0.939973777950331
5 "standing" "tGravityAcc_StandardDev_Z" -0.94207867884106
5 "standing" "tBodyAccJerk_Mean_X" 0.0841019899622517
5 "standing" "tBodyAccJerk_Mean_Y" 0.0017656830384106
5 "standing" "tBodyAccJerk_Mean_Z" -0.0029537113427351
5 "standing" "tBodyAccJerk_StandardDev_X" -0.575890535679801
5 "standing" "tBodyAccJerk_StandardDev_Y" -0.506544358609603
5 "standing" "tBodyAccJerk_StandardDev_Z" -0.78456199486755
5 "standing" "tBodyGyro_Mean_X" -0.0294516873643046
5 "standing" "tBodyGyro_Mean_Y" -0.0774316445596026
5 "standing" "tBodyGyro_Mean_Z" 0.0866267116745033
5 "standing" "tBodyGyro_StandardDev_X" -0.709955676983444
5 "standing" "tBodyGyro_StandardDev_Y" -0.705638306688742
5 "standing" "tBodyGyro_StandardDev_Z" -0.606589817380795
5 "standing" "tBodyGyroJerk_Mean_X" -0.103522877147351
5 "standing" "tBodyGyroJerk_Mean_Y" -0.0490624519374172
5 "standing" "tBodyGyroJerk_Mean_Z" -0.0506258160122517
5 "standing" "tBodyGyroJerk_StandardDev_X" -0.662581310334437
5 "standing" "tBodyGyroJerk_StandardDev_Y" -0.774114270364238
5 "standing" "tBodyGyroJerk_StandardDev_Z" -0.564680771249007
5 "standing" "tBodyAccMag_Mean" -0.460866415568709
5 "standing" "tBodyAccMag_StandardDev" -0.52162345171192
5 "standing" "tGravityAccMag_Mean" -0.460866415568709
5 "standing" "tGravityAccMag_StandardDev" -0.52162345171192
5 "standing" "tBodyAccJerkMag_Mean" -0.589313870006622
5 "standing" "tBodyAccJerkMag_StandardDev" -0.589031268133113
5 "standing" "tBodyGyroMag_Mean" -0.602770284825828
5 "standing" "tBodyGyroMag_StandardDev" -0.664078383532781
5 "standing" "tBodyGyroJerkMag_Mean" -0.707383517582782
5 "standing" "tBodyGyroJerkMag_StandardDev" -0.734187493344371
5 "standing" "fBodyAcc_Mean_X" -0.55123770513245
5 "standing" "fBodyAcc_Mean_Y" -0.440232431795033
5 "standing" "fBodyAcc_Mean_Z" -0.696171811490066
5 "standing" "fBodyAcc_StandardDev_X" -0.492829885748675
5 "standing" "fBodyAcc_StandardDev_Y" -0.422162171100331
5 "standing" "fBodyAcc_StandardDev_Z" -0.649351210748344
5 "standing" "fBodyAccJerk_Mean_X" -0.604769869438742
5 "standing" "fBodyAccJerk_Mean_Y" -0.550991969857417
5 "standing" "fBodyAccJerk_Mean_Z" -0.768762357980132
5 "standing" "fBodyAccJerk_StandardDev_X" -0.584013626983444
5 "standing" "fBodyAccJerk_StandardDev_Y" -0.491500434303907
5 "standing" "fBodyAccJerk_StandardDev_Z" -0.798835563807947
5 "standing" "fBodyGyro_Mean_X" -0.632239300829801
5 "standing" "fBodyGyro_Mean_Y" -0.71706218781457
5 "standing" "fBodyGyro_Mean_Z" -0.537329127293278
5 "standing" "fBodyGyro_StandardDev_X" -0.73573857718543
5 "standing" "fBodyGyro_StandardDev_Y" -0.702290390960265
5 "standing" "fBodyGyro_StandardDev_Z" -0.669353687483444
5 "standing" "fBodyAccMag_Mean" -0.528503022745033
5 "standing" "fBodyAccMag_StandardDev" -0.594259529756954
5 "standing" "fBodyAccJerkMag_Mean" -0.573176177044172
5 "standing" "fBodyAccJerkMag_StandardDev" -0.613485123609272
5 "standing" "fBodyGyroMag_Mean" -0.677355755703311
5 "standing" "fBodyGyroMag_StandardDev" -0.715731148145695
5 "standing" "fBodyGyroJerkMag_Mean" -0.748829309536424
5 "standing" "fBodyGyroJerkMag_StandardDev" -0.735610602483444
6 "standing" "tBodyAcc_Mean_X" 0.272376614181538
6 "standing" "tBodyAcc_Mean_Y" -0.0175697042641846
6 "standing" "tBodyAcc_Mean_Z" -0.11599454136
6 "standing" "tBodyAcc_StandardDev_X" -0.505086085072062
6 "standing" "tBodyAcc_StandardDev_Y" -0.368403670137262
6 "standing" "tBodyAcc_StandardDev_Z" -0.672512004586708
6 "standing" "tGravityAcc_Mean_X" 0.688702063569231
6 "standing" "tGravityAcc_Mean_Y" 0.0162055455953846
6 "standing" "tGravityAcc_Mean_Z" 0.0475199990906462
6 "standing" "tGravityAcc_StandardDev_X" -0.958898709015385
6 "standing" "tGravityAcc_StandardDev_Y" -0.9509348864
6 "standing" "tGravityAcc_StandardDev_Z" -0.937910223507692
6 "standing" "tBodyAccJerk_Mean_X" 0.0813833604034769
6 "standing" "tBodyAccJerk_Mean_Y" 0.000479281129661539
6 "standing" "tBodyAccJerk_Mean_Z" -0.00225896302076923
6 "standing" "tBodyAccJerk_StandardDev_X" -0.531468310262154
6 "standing" "tBodyAccJerk_StandardDev_Y" -0.454437496885815
6 "standing" "tBodyAccJerk_StandardDev_Z" -0.738955207627692
6 "standing" "tBodyGyro_Mean_X" -0.0433611785374462
6 "standing" "tBodyGyro_Mean_Y" -0.0706129097498462
6 "standing" "tBodyGyro_Mean_Z" 0.0973130293888923
6 "standing" "tBodyGyro_StandardDev_X" -0.653800660041538
6 "standing" "tBodyGyro_StandardDev_Y" -0.626252072652308
6 "standing" "tBodyGyro_StandardDev_Z" -0.599910232855692
6 "standing" "tBodyGyroJerk_Mean_X" -0.0829159966093231
6 "standing" "tBodyGyroJerk_Mean_Y" -0.0454921005615385
6 "standing" "tBodyGyroJerk_Mean_Z" -0.0533610323667692
6 "standing" "tBodyGyroJerk_StandardDev_X" -0.546009968372308
6 "standing" "tBodyGyroJerk_StandardDev_Y" -0.677635980501539
6 "standing" "tBodyGyroJerk_StandardDev_Z" -0.526908306306892
6 "standing" "tBodyAccMag_Mean" -0.464770006998123
6 "standing" "tBodyAccMag_StandardDev" -0.483790606354154
6 "standing" "tGravityAccMag_Mean" -0.464770006998123
6 "standing" "tGravityAccMag_StandardDev" -0.483790606354154
6 "standing" "tBodyAccJerkMag_Mean" -0.551413652396923
6 "standing" "tBodyAccJerkMag_StandardDev" -0.502935062310769
6 "standing" "tBodyGyroMag_Mean" -0.549494852037046
6 "standing" "tBodyGyroMag_StandardDev" -0.579837818063692
6 "standing" "tBodyGyroJerkMag_Mean" -0.621936158532308
6 "standing" "tBodyGyroJerkMag_StandardDev" -0.644474485460492
6 "standing" "fBodyAcc_Mean_X" -0.506174926221538
6 "standing" "fBodyAcc_Mean_Y" -0.392041410138769
6 "standing" "fBodyAcc_Mean_Z" -0.683725945015385
6 "standing" "fBodyAcc_StandardDev_X" -0.506680276530492
6 "standing" "fBodyAcc_StandardDev_Y" -0.396677793847908
6 "standing" "fBodyAcc_StandardDev_Z" -0.694365207233846
6 "standing" "fBodyAccJerk_Mean_X" -0.549394273848923
6 "standing" "fBodyAccJerk_Mean_Y" -0.503558973703692
6 "standing" "fBodyAccJerk_Mean_Z" -0.720867157741538
6 "standing" "fBodyAccJerk_StandardDev_X" -0.555346159400332
6 "standing" "fBodyAccJerk_StandardDev_Y" -0.437837459287385
6 "standing" "fBodyAccJerk_StandardDev_Z" -0.755751144098462
6 "standing" "fBodyGyro_Mean_X" -0.537201442069846
6 "standing" "fBodyGyro_Mean_Y" -0.621188724858462
6 "standing" "fBodyGyro_Mean_Z" -0.507604207506462
6 "standing" "fBodyGyro_StandardDev_X" -0.692862440004
6 "standing" "fBodyGyro_StandardDev_Y" -0.633236229753846
6 "standing" "fBodyGyro_StandardDev_Z" -0.67302031484
6 "standing" "fBodyAccMag_Mean" -0.473974924380431
6 "standing" "fBodyAccMag_StandardDev" -0.570910289993846
6 "standing" "fBodyAccJerkMag_Mean" -0.494882316238462
6 "standing" "fBodyAccJerkMag_StandardDev" -0.516711262173969
6 "standing" "fBodyGyroMag_Mean" -0.579130051151385
6 "standing" "fBodyGyroMag_StandardDev" -0.657368673849846
6 "standing" "fBodyGyroJerkMag_Mean" -0.651886909221538
6 "standing" "fBodyGyroJerkMag_StandardDev" -0.660175875210246
7 "standing" "tBodyAcc_Mean_X" 0.270211697814935
7 "standing" "tBodyAcc_Mean_Y" -0.0187904887668182
7 "standing" "tBodyAcc_Mean_Z" -0.112492375388312
7 "standing" "tBodyAcc_StandardDev_X" -0.577518324748052
7 "standing" "tBodyAcc_StandardDev_Y" -0.546403365345779
7 "standing" "tBodyAcc_StandardDev_Z" -0.456473642256981
7 "standing" "tGravityAcc_Mean_X" 0.681289120844156
7 "standing" "tGravityAcc_Mean_Y" -0.0420221452496753
7 "standing" "tGravityAcc_Mean_Z" 0.0342160711928604
7 "standing" "tGravityAcc_StandardDev_X" -0.956538178587662
7 "standing" "tGravityAcc_StandardDev_Y" -0.955312554090909
7 "standing" "tGravityAcc_StandardDev_Z" -0.923304724090909
7 "standing" "tBodyAccJerk_Mean_X" 0.0831829573168831
7 "standing" "tBodyAccJerk_Mean_Y" 0.00760909767418831
7 "standing" "tBodyAccJerk_Mean_Z" -0.00791725696048701
7 "standing" "tBodyAccJerk_StandardDev_X" -0.615131377408279
7 "standing" "tBodyAccJerk_StandardDev_Y" -0.622997416262013
